ID SCAFFOLD PROPERTY DIFF
gen_22 CCC.Cc1cccc(NC(=O)Nc2ccc3c(c2)c2c4c(c5c(c2n3C)CCc2nn(C)cc2-5)C(=O)NC4)c1 7.516 0.634
gen_23 CCOC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.196 0.313
gen_24 COC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.132 0.250
gen_25 CCO.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.188 0.306
gen_26 CCC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccc(O)cc5)ccc4n(C)c13)CNC2=O 7.322 0.440
gen_27 CCC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.247 0.364
gen_28 CC(C)O.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.143 0.261
gen_29 CCC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.247 0.364

ID SCAFFOLD PROPERTY DIFF
CHEMBL1807392 O=C(Nc1cc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)n[nH]1)c1ccc(N2CCNCC2)cc1 6.783

ID SCAFFOLD PROPERTY DIFF
CHEMBL437876 O=C(Nc1ccccc1)Nc1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1c[nH]nc1CC4 6.883
gen_0 COC.Cc1cccc(NC(=O)Nc2ccc3c(c2)c2c4c(c5c(c2n3C)CCc2nn(C)cc2-5)C(=O)NC4)c1 7.343 0.461
gen_1 CCO.Cc1cc(O)cc(NC(=O)Nc2ccc3c(c2)c2c4c(c5c(c2n3C)CCc2nn(C)cc2-5)C(=O)NC4)c1 7.635 0.753
gen_2 CC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.107 0.224
gen_3 CCC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.247 0.364
gen_4 CCC.Cc1ccc(O)c(NC(=O)Nc2ccc3c(c2)c2c4c(c5c(c2n3C)CCc2nn(C)cc2-5)C(=O)NC4)c1 7.322 0.440
gen_5 CCC.Cn1ncc2c1CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.215 0.332
gen_6 COC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.132 0.250
gen_7 CCC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.247 0.364
gen_8 COC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.132 0.250
gen_9 COC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.132 0.250
gen_10 CCC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.247 0.364
gen_11 CCC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.247 0.364
gen_12 CCC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.247 0.364
gen_13 CCN.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.320 0.437
gen_14 CCC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.247 0.364
gen_15 COC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.132 0.250
gen_16 COC.Cc1cccc(NC(=O)Nc2ccc3c(c2)c2c4c(c5c(c2n3C)CCc2nn(C)cc2-5)C(=O)NC4)c1 7.343 0.461
gen_17 CCC.Cc1cccc(NC(=O)Nc2ccc3c(c2)c2c4c(c5c(c2n3C)CCc2nn(C)cc2-5)C(=O)NC4)c1 7.516 0.634
gen_18 COC.Cc1ccc(NC(=O)Nc2ccc3c(c2)c2c4c(c5c(c2n3C)CCc2nn(C)cc2-5)C(=O)NC4)cc1O 7.404 0.521
gen_19 COC.Cc1cccc(NC(=O)Nc2ccc3c(c2)c2c4c(c5c(c2n3C)CCc2nn(C)cc2-5)C(=O)NC4)c1 7.343 0.461
gen_20 CCO.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5O)ccc4n(C)c13)CNC2=O 7.023 0.140
gen_21 COC.Cc1ccc(NC(=O)Nc2ccc3c(c2)c2c4c(c5c(c2n3C)CCc2nn(C)cc2-5)C(=O)NC4)cc1 7.241 0.358
gen_22 COC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.132 0.250
gen_23 CCO.Cc1cc(O)cc(NC(=O)Nc2ccc3c(c2)c2c4c(c5c(c2n3C)CCc2c-5cnn2C)C(=O)NC4)c1 7.625 0.743
gen_24 COC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.132 0.250
gen_25 CCO.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5cccc(O)c5)ccc4n(C)c13)CNC2=O 7.377 0.494
gen_26 CCO.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5cccc(O)c5)ccc4n(C)c13)CNC2=O 7.377 0.494
gen_27 CCC.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.247 0.364
gen_28 CCO.Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(NC(=O)Nc5ccccc5)ccc4n(C)c13)CNC2=O 7.188 0.306

ID SCAFFOLD PROPERTY DIFF
CHEMBL247866 c1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)oc3ncncc23)cc1 6.691
gen_0 C=CC.Cc1cccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)oc3ncncc23)c1 6.635 0.056
gen_1 Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccc(O)cc3)c12 6.337 0.354
gen_2 Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c12 6.202 0.489
gen_3 CCNC.Cc1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)oc3ncnc(N)c23)cc1 6.590 0.101
gen_4 CN(C)C.Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c12 5.924 0.767
gen_5 COC(C)C.Cc1cccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)oc3ncnc(N)c23)c1 6.038 0.653
gen_6 CNC.Cc1cccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)oc3ncnc(N)c23)c1 6.507 0.184
gen_7 Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccc(O)cc3)c12 6.337 0.354
gen_8 CN(C)C.Cc1ccc(O)c(-c2c(-c3ccc(OCCN4CCCC4)c(C)c3)oc3ncncc23)c1 6.795 0.104

ID SCAFFOLD PROPERTY DIFF
CHEMBL3920518 C(=Nc1ccccc1)c1cccc(Oc2ccnc3ccsc23)c1 6.158
gen_0 CN(C)C.Cc1cc2nc([Cl:0])cc(Oc3ccc([Cl:0])c(/C(N)=N/c4ccccc4)c3)c2s1 6.781 0.622
gen_1 COC.O/C(=N/c1ccccc1)c1cccc(Oc2ccnc3cc([Br:0])sc23)c1 5.560 0.598
gen_2 CO.Cc1cc(Oc2ccnc3ccsc23)cc(/C(O)=N/c2ccccc2)c1O 6.648 0.489
gen_3 CN(C)C.Cc1cc2nccc(Oc3cc(/C(N)=N/c4ccccc4)ccc3O)c2s1 6.759 0.600
gen_4 CN(C)C.Cc1cc2nccc(Oc3cc(C)c(O)c(/C(N)=N/c4ccccc4)c3)c2s1 6.751 0.592
gen_5 COC.Cc1cc2nccc(Oc3ccc(O)c(/C(O)=N/c4ccccc4)c3)c2s1 6.583 0.425
gen_6 CN(C)C.Cc1cc2nccc(Oc3cc(C)c(O)c(/C=N/c4ccccc4)c3)c2s1 5.864 0.294
gen_7 CN(C)C.N/C(=N\c1ccccc1)c1cccc(Oc2c([Cl:0])cnc3ccsc23)c1 6.769 0.611
gen_8 COC.Cc1cc2nccc(Oc3ccc(O)c(/C(O)=N/c4ccccc4)c3)c2s1 6.583 0.425
gen_9 C/C(=N\c1ccccc1)c1ccc(O)c(Oc2cc([Cl:0])nc3cc(C)sc23)c1.C[N+](C)(C)C 6.785 0.627
gen_10 CNC.Cc1cc(/C=N\c2ccccc2)cc(Oc2ccnc3ccsc23)c1 7.085 0.927
gen_11 COC.O/C(=N/c1ccccc1)c1cccc(Oc2ccnc3ccsc23)c1 5.599 0.559
gen_12 COC.Cc1cc(Oc2cc(O)nc3cc(C)sc23)cc(/C(O)=N/c2ccccc2)c1 7.146 0.988
gen_13 C(=N\c1ccccc1)\c1cccc(Oc2ccnc3ccsc23)c1 7.304 1.146
gen_14 COC.Cc1cc2nccc(Oc3cc(/C(O)=N\c4ccccc4C)c(O)cc3O)c2s1 5.797 0.361
gen_15 CN(C)C.N/C(=N\c1ccccc1)c1cc(Oc2ccnc3ccsc23)ccc1[Cl:0] 6.738 0.579
gen_16 CCO.Cc1cc(Oc2ccnc3cc([Br:0])sc23)cc(/C(O)=N/c2ccccc2)c1 6.748 0.590
gen_17 C(=N\c1ccccc1)\c1cccc(Oc2ccnc3ccsc23)c1 7.304 1.146
gen_18 C[N+](C)(C)C.[Cl:0]/C(=N\c1ccccc1)c1cccc(Oc2ccnc3cc([Br:0])sc23)c1 6.808 0.649
gen_19 CCN(C)CO.Cc1cc(Oc2ccnc3ccsc23)cc(/C(O)=N\c2ccccc2)c1 6.029 0.130
gen_20 CN(C)C.Cc1cc(Oc2ccnc3ccsc23)cc(/C(N)=N/c2ccccc2)c1 6.733 0.575
gen_21 CN.ONc1ccc(Oc2ccnc3ccsc23)cc1/C(O)=N/c1ccccc1 6.599 0.440
gen_22 CCN(C)CO.O/C(=N/c1ccccc1)c1cccc(Oc2ccnc3ccsc23)c1 5.857 0.302
gen_23 CN.Cc1cc2nccc(Oc3cccc(/C(N)=N/c4ccccc4)c3)c2s1 6.712 0.553
gen_24 COC.O/C(=N/c1ccccc1)c1cccc(Oc2ccnc3ccsc23)c1 5.599 0.559
gen_25 CN(C)C.Cc1cc(Oc2ccnc3ccsc23)cc(/C(O)=N\c2ccccc2)c1 5.969 0.190
gen_26 COC.O/C(=N/c1ccccc1)c1ccc([Cl:0])c(Oc2ccnc3cc([Br:0])sc23)c1 5.916 0.242
gen_27 CN(C)C.Cc1cc2nccc(Oc3cc(/C(O)=N/c4ccccc4)ccc3O)c2s1 6.716 0.558
gen_28 C(=N/c1ccccc1)\c1cccc(Oc2ccnc3ccsc23)c1 5.265 0.893
gen_29 COC.Cc1cc2nccc(Oc3cc(/C(O)=N/c4cccc([Cl:0])c4)ccc3O)c2s1 6.202 0.043

ID SCAFFOLD PROPERTY DIFF
CHEMBL566623 O=C(CC(=O)Nc1ccc(Oc2ccnc3cc(C(=O)c4ncc[nH]4)sc23)cc1)Nc1ccccc1 6.734
gen_0 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_1 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_2 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_3 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_4 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_5 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_6 Cn1cc(O)nc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 7.536 0.802
gen_7 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_8 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_9 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_10 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_11 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_12 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_13 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_14 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_15 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_16 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_17 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_18 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_19 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_20 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_21 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_22 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_23 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_24 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_25 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_26 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_27 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_28 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195
gen_29 Cn1ccnc1C(=O)c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3)c2s1 6.929 0.195

ID SCAFFOLD PROPERTY DIFF
CHEMBL1980896 O=C(Cc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1 6.591
gen_0 Nc1ncnc2scc(-c3ccc(NC(=O)Cc4ccccc4)cc3)c12 5.799 0.793
gen_1 CCO.Cc1cccc(CC(=O)Nc2ccc(-c3csc4ncncc34)cc2)c1 6.575 0.016
gen_2 CCC.Cc1ccc(CC(=O)Nc2ccc(-c3csc4ncncc34)cc2)cc1 6.765 0.174
gen_3 CC(C)O.O=C(Cc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1 6.503 0.088
gen_4 Cc1sc2ncncc2c1-c1ccc(NC(=O)Cc2ccc(NO)cc2)cc1 6.683 0.092
gen_5 CSC.Cc1cccc(CC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1 5.732 0.859
gen_6 CCC.Cc1cccc(CC(=O)Nc2ccc(-c3csc4ncncc34)cc2)c1 6.334 0.258
gen_7 Cc1sc2ncncc2c1-c1ccc(NC(=O)Cc2ccc(O)cc2)cc1 6.495 0.096
gen_8 Cc1sc2ncncc2c1-c1ccc(NC(=O)Cc2ccc(O)cc2)cc1 6.495 0.096
gen_9 CCC.CN(C(=O)Cc1ccccc1)c1ccc(-c2csc3ncnc(N)c23)cc1 5.154 1.437
gen_10 CCO.Cc1ccc(CC(=O)Nc2ccc(-c3csc4ncncc34)cc2)cc1 6.947 0.356
gen_11 CCC.O=C(Cc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1 6.254 0.337
gen_12 CCN(C)C.Cc1cccc(CC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1 5.935 0.657
gen_13 Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Cc2ccccc2)cc1 5.829 0.762
gen_14 Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Cc2ccccc2)cc1 5.829 0.762
gen_15 CCC.O=C(Cc1ccccc1[Cl:0])Nc1ccc(-c2csc3ncncc23)cc1 6.056 0.536
gen_16 Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Cc2ccccc2)cc1 5.829 0.762
gen_17 Nc1ncnc2scc(-c3ccc(NC(=O)Cc4ccccc4)cc3)c12 5.799 0.793
gen_18 CN(C(=O)Cc1ccccc1)c1ccc(-c2csc3ncnc(N)c23)cc1 5.294 1.298
gen_19 CCO.Cc1cccc(CC(=O)Nc2ccc(-c3csc4ncncc34)cc2)c1 6.575 0.016
gen_20 Cc1sc2ncncc2c1-c1ccc(NC(=O)Cc2ccc(O)cc2)cc1 6.495 0.096
gen_21 CCC.Cc1ccc(CC(=O)N(C)c2ccc(-c3csc4ncncc34)c(C)c2)cc1 5.966 0.625
gen_22 CCC.O=C(Cc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1 6.254 0.337
gen_23 CC(C)C.Nc1ncnc2scc(-c3ccc(NC(=O)Cc4ccccc4)cc3)c12 5.711 0.880
gen_24 CC(C)C.O=C(Cc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1 6.491 0.100
gen_25 Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Cc2ccccc2)cc1 5.829 0.762

ID SCAFFOLD PROPERTY DIFF
CHEMBL496388 c1ccc(Nc2ccnc3ccc(NCc4c[nH]nn4)cc23)cc1 6.508
gen_0 COC.Cn1cc(CNc2ccc3nc([Br:0])cc(Nc4ccccc4)c3c2)nn1 6.006 0.502
gen_1 CN(C)C(=O)OCO.Cn1cc(CNc2ccc3ncc(CO)c(Nc4ccccc4)c3c2)nn1 6.338 0.171
gen_2 CCO.Cc1cnc2ccc(NCc3cn(C)nn3)cc2c1Nc1cccc(O)c1 6.262 0.247
gen_3 Cc1cnc2ccc(NCc3cn(C)nn3)cc2c1Nc1cccc([Br:0])c1 6.056 0.453
gen_4 COC.Cn1cc(CNc2ccc3nc([Br:0])cc(Nc4cccc([Br:0])c4)c3c2)nn1 5.514 0.994
gen_5 COC.Cc1cnc2ccc(NCc3cn(C)nn3)cc2c1Nc1cccc([Cl:0])c1 5.404 1.104
gen_6 COC.Cc1cc2nc([Br:0])cc(Nc3cc(O)cc([Br:0])c3)c2cc1NCc1cn(C)nn1 5.684 0.824
gen_7 COC.Cc1cnc2ccc(NCc3cn(C)nn3)cc2c1Nc1cccc([Cl:0])c1 5.404 1.104
gen_8 CCN(C=O)C(N)=O.Cc1ccc(Nc2c(C)cnc3ccc(NCc4cn(C)nn4)cc23)cc1 6.324 0.185
gen_9 Cc1cc([Br:0])cc(Nc2ccnc3ccc(NCc4cn(C)nn4)cc23)c1 6.516 0.008
gen_10 CCCO.Cn1cc(CNc2ccc3ncc(C(=O)O)c(Nc4ccccc4)c3c2)nn1 5.573 0.935
gen_11 COC.Cc1cnc2ccc(NCc3cn(C)nn3)cc2c1Nc1cccc([Cl:0])c1 5.404 1.104
gen_12 COC.Cn1cc(CNc2ccc3ncc(CO)c(Nc4cccc(O)c4)c3c2)nn1 5.465 1.043
gen_13 C#CCO.Cc1cnc2ccc(NCc3cn(C)nn3)cc2c1Nc1ccccc1 6.517 0.008
gen_14 CCC.Cc1ccc(Nc2c(CCO)cnc3cc(CO)c(NCc4cn(C)nn4)cc23)cc1 5.512 0.996
gen_15 Cc1cc([Br:0])cc(Nc2ccnc3ccc(NCc4cn(C)nn4)cc23)c1 6.516 0.008
gen_16 CCC.Cc1ccc(Nc2c(C)cnc3ccc(NCc4cn(C)nn4)cc23)cc1 6.150 0.359
gen_17 CCCO.Cn1cc(CNc2ccc3nccc(Nc4ccccc4)c3c2)nn1 6.312 0.196
gen_18 CCC.Cc1cnc2ccc(NCc3cn(C)nn3)cc2c1Nc1ccccc1 6.012 0.496
gen_19 CCN(C=O)CC.Cc1cc2ncc(CCNC(=O)O)c(Nc3ccccc3)c2cc1NCc1cn(C)nn1 6.807 0.298

ID SCAFFOLD PROPERTY DIFF
CHEMBL97162 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324
gen_0 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_1 COC.c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 5.881 0.443
gen_2 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_3 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_4 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_5 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_6 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_7 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_8 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_9 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_10 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_11 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_12 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_13 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_14 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_15 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_16 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_17 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_18 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_19 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_20 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_21 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_22 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_23 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_24 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_25 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_26 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_27 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_28 c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 6.324 0.000
gen_29 COC.c1ccc(-c2ncn(C3CCCCC3)c2-c2ccncn2)cc1 5.881 0.443

ID SCAFFOLD PROPERTY DIFF
CHEMBL233455 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206
gen_0 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206 0.000
gen_1 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206 0.000
gen_2 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206 0.000
gen_3 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206 0.000
gen_4 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206 0.000
gen_5 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206 0.000
gen_6 C#N.c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.152 0.054
gen_7 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206 0.000
gen_8 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206 0.000
gen_9 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206 0.000
gen_10 CC.c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 5.436 0.769
gen_11 CC.Cc1cc(Nc2ncc(C)c(-c3ccc([Cl:0])cc3)n2)ccc1CCN1CCCC1 5.883 0.323
gen_12 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206 0.000
gen_13 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206 0.000
gen_14 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206 0.000
gen_15 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206 0.000
gen_16 c1ccc(-c2ccnc(Nc3ccc(CCN4CCCC4)cc3)n2)cc1 6.206 0.000
gen_17 CCO.Cc1cccc(-c2nc(Nc3ccc(CCN4CCCC4)cc3)ncc2C)c1 5.920 0.286
